Date,Open,High,Low,Close,Volume
2006-05-08,14957,14961,14957,14961,0
2006-05-09,14961,14974,14961,14974,0
2006-05-10,14974,14974,14964,14964,0
2006-05-11,14964,14964,14960,14960,0
2006-05-12,14960,14961,14960,14961,0
2006-05-13,14961,14961,14961,14961,0
2006-05-14,14961,14961,14961,14961,0
2006-05-15,14961,14961,14954,14954,0
2006-05-16,14954,14963,14954,14963,0
2006-05-17,14963,14963,14963,14963,0
2006-05-18,14963,14967,14963,14967,0
2006-05-19,14967,14972,14967,14972,0
2006-05-20,14972,14972,14972,14972,0
2006-05-21,14972,14972,14972,14972,0
2006-05-22,14972,14989,14972,14989,0
2006-05-23,14989,14997,14989,14997,0
2006-05-24,14997,14997,14993,14993,0
2006-05-25,14993,14993,14990,14990,0
2006-05-26,14990,14991,14990,14991,0
2006-05-27,14991,14991,14991,14991,0
2006-05-28,14991,14991,14991,14991,0
2006-05-29,14991,14998,14991,14998,0
2006-05-30,14998,15010,14998,15010,0
2006-05-31,15010,15010,15003,15003,0
2006-06-01,15003,15005,15003,15005,0
2006-06-02,15005,15010,15005,15010,0
2006-06-03,15010,15010,15010,15010,0
2006-06-04,15010,15010,15010,15010,0
2006-06-05,15010,15020,15010,15020,0
2006-06-06,15020,15030,15020,15030,0
2006-06-07,15030,15031,15030,15031,0
2006-06-08,15031,15031,15026,15026,0
2006-06-09,15026,15028,15026,15028,0
2006-06-10,15028,15028,15028,15028,0
2006-06-11,15028,15028,15028,15028,0
2006-06-12,15028,15028,15028,15028,0
2006-06-13,15028,15032,15028,15032,0
2006-06-14,15032,15033,15032,15033,0
2006-06-15,15033,15033,14996,14996,0
2006-06-16,14996,15007,14996,15007,0
2006-06-17,15007,15007,15007,15007,0
2006-06-18,15007,15007,15007,15007,0
2006-06-19,15007,15020,15007,15020,0
2006-06-20,15020,15026,15020,15026,0
2006-06-21,15026,15033,15026,15033,0
2006-06-22,15033,15033,15033,15033,0
2006-06-23,15033,15034,15033,15034,0
2006-06-24,15034,15034,15034,15034,0
2006-06-25,15034,15034,15034,15034,0
2006-06-26,15034,15034,15034,15034,0
2006-06-27,15034,15039,15034,15039,0
2006-06-28,15039,15040,15039,15040,0
2006-06-29,15040,15040,15040,15040,0
2006-06-30,15040,15058,15040,15058,0
2006-07-01,15058,15058,15058,15058,0
2006-07-02,15058,15058,15058,15058,0
2006-07-03,15058,15066,15058,15066,0
2006-07-04,15066,15087,15066,15087,0
2006-07-05,15087,15091,15087,15091,0
2006-07-06,15091,15091,15091,15091,0
2006-07-07,15091,15097,15091,15097,0
2006-07-08,15097,15097,15097,15097,0
2006-07-09,15097,15097,15097,15097,0
2006-07-10,15097,15111,15097,15111,0
2006-07-11,15111,15116,15111,15116,0
2006-07-12,15116,15117,15116,15117,0
2006-07-13,15117,15130,15117,15130,0
2006-07-14,15130,15141,15130,15141,0
2006-07-15,15141,15141,15141,15141,0
2006-07-16,15141,15141,15141,15141,0
2006-07-17,15141,15179,15141,15179,0
2006-07-18,15179,15188,15179,15188,0
2006-07-19,15188,15193,15188,15193,0
2006-07-20,15193,15209,15193,15209,0
2006-07-21,15209,15210,15209,15210,0
2006-07-22,15210,15210,15210,15210,0
2006-07-23,15210,15210,15210,15210,0
2006-07-24,15210,15227,15210,15227,0
2006-07-25,15227,15244,15227,15244,0
2006-07-26,15244,15247,15244,15247,0
2006-07-27,15247,15250,15247,15250,0
2006-07-28,15250,15264,15250,15264,0
2006-07-29,15264,15264,15264,15264,0
2006-07-30,15264,15264,15264,15264,0
2006-07-31,15264,15289,15264,15289,0
2006-08-01,15289,15291,15289,15291,0
2006-08-02,15291,15296,15291,15296,0
2006-08-03,15296,15301,15296,15301,0
2006-08-04,15301,15325,15301,15325,0
2006-08-05,15325,15325,15325,15325,0
2006-08-06,15325,15325,15325,15325,0
2006-08-07,15325,15345,15325,15345,0
2006-08-08,15345,15353,15345,15353,0
2006-08-09,15353,15365,15353,15365,0
2006-08-10,15365,15378,15365,15378,0
2006-08-11,15378,15387,15378,15387,0
2006-08-12,15387,15387,15387,15387,0
2006-08-13,15387,15387,15387,15387,0
2006-08-14,15387,15393,15387,15393,0
2006-08-15,15393,15393,15393,15393,0
2006-08-16,15393,15439,15393,15439,0
2006-08-17,15439,15452,15439,15452,0
2006-08-18,15452,15454,15452,15454,0
2006-08-19,15454,15454,15454,15454,0
2006-08-20,15454,15454,15454,15454,0
2006-08-21,15454,15454,15451,15451,0
2006-08-22,15451,15451,15447,15447,0
2006-08-23,15447,15451,15447,15451,0
2006-08-24,15451,15454,15451,15454,0
2006-08-25,15454,15455,15454,15455,0
2006-08-26,15455,15455,15455,15455,0
2006-08-27,15455,15455,15455,15455,0
2006-08-28,15455,15467,15455,15467,0
2006-08-29,15467,15470,15467,15470,0
2006-08-30,15470,15476,15470,15476,0
2006-08-31,15476,15478,15476,15478,0
2006-09-01,15478,15479,15478,15479,0
2006-09-02,15479,15479,15479,15479,0
2006-09-03,15479,15479,15479,15479,0
2006-09-04,15479,15518,15479,15518,0
2006-09-05,15518,15534,15518,15534,0
2006-09-06,15534,15540,15534,15540,0
2006-09-07,15540,15545,15540,15545,0
2006-09-08,15545,15555,15545,15555,0
2006-09-09,15555,15555,15555,15555,0
2006-09-10,15555,15555,15555,15555,0
2006-09-11,15555,15576,15555,15576,0
2006-09-12,15576,15578,15576,15578,0
2006-09-13,15578,15578,15578,15578,0
2006-09-14,15578,15586,15578,15586,0
2006-09-15,15586,15594,15586,15594,0
2006-09-16,15594,15594,15594,15594,0
2006-09-17,15594,15594,15594,15594,0
2006-09-18,15594,15594,15594,15594,0
2006-09-19,15594,15594,15594,15594,0
2006-09-20,15594,15610,15594,15610,0
2006-09-21,15610,15611,15610,15611,0
2006-09-22,15611,15611,15605,15605,0
2006-09-23,15605,15605,15605,15605,0
2006-09-24,15605,15605,15605,15605,0
2006-09-25,15605,15605,15604,15604,0
2006-09-26,15604,15613,15604,15613,0
2006-09-27,15613,15617,15613,15617,0
2006-09-28,15617,15617,15613,15613,0
2006-09-29,15613,15614,15613,15614,0
2006-09-30,15614,15614,15614,15614,0
2006-10-01,15614,15614,15614,15614,0
2006-10-02,15614,15620,15614,15620,0
2006-10-03,15620,15620,15618,15618,0
2006-10-04,15618,15623,15618,15623,0
2006-10-05,15623,15634,15623,15634,0
2006-10-06,15634,15642,15634,15642,0
2006-10-07,15642,15642,15642,15642,0
2006-10-08,15642,15642,15642,15642,0
2006-10-09,15642,15642,15642,15642,0
2006-10-10,15642,15653,15642,15653,0
2006-10-11,15653,15653,15653,15653,0
2006-10-12,15653,15659,15653,15659,0
2006-10-13,15659,15660,15659,15660,0
2006-10-14,15660,15660,15660,15660,0
2006-10-15,15660,15660,15660,15660,0
2006-10-16,15660,15675,15660,15675,0
2006-10-17,15675,15680,15675,15680,0
2006-10-18,15680,15680,15678,15678,0
2006-10-19,15678,15692,15678,15692,0
2006-10-20,15692,15693,15692,15693,0
2006-10-21,15693,15693,15693,15693,0
2006-10-22,15693,15693,15693,15693,0
2006-10-23,15693,15703,15693,15703,0
2006-10-24,15703,15705,15703,15705,0
2006-10-25,15705,15708,15705,15708,0
2006-10-26,15708,15724,15708,15724,0
2006-10-27,15724,15744,15724,15744,0
2006-10-28,15744,15744,15744,15744,0
2006-10-29,15744,15744,15744,15744,0
2006-10-30,15744,15779,15744,15779,0
2006-10-31,15779,15821,15779,15821,0
2006-11-01,15821,15821,15821,15821,0
2006-11-02,15821,15821,15814,15814,0
2006-11-03,15814,15814,15806,15806,0
2006-11-04,15806,15806,15806,15806,0
2006-11-05,15806,15806,15806,15806,0
2006-11-06,15806,15812,15806,15812,0
2006-11-07,15812,15813,15812,15813,0
2006-11-08,15813,15816,15813,15816,0
2006-11-09,15816,15820,15816,15820,0
2006-11-10,15820,15820,15820,15820,0
2006-11-11,15820,15820,15820,15820,0
2006-11-12,15820,15820,15820,15820,0
2006-11-13,15820,15823,15820,15823,0
2006-11-14,15823,15828,15823,15828,0
2006-11-15,15828,15831,15828,15831,0
2006-11-16,15831,15861,15831,15861,0
2006-11-17,15861,15868,15861,15868,0
2006-11-18,15868,15868,15868,15868,0
2006-11-19,15868,15868,15868,15868,0
2006-11-20,15868,15868,15866,15866,0
2006-11-21,15866,15877,15866,15877,0
2006-11-22,15877,15880,15877,15880,0
2006-11-23,15880,15883,15880,15883,0
2006-11-24,15883,15903,15883,15903,0
2006-11-25,15903,15903,15903,15903,0
2006-11-26,15903,15903,15903,15903,0
2006-11-27,15903,15909,15903,15909,0
2006-11-28,15909,15918,15909,15918,0
2006-11-29,15918,15923,15918,15923,0
2006-11-30,15923,15955,15923,15955,0
2006-12-01,15955,15955,15948,15948,0
2006-12-02,15948,15948,15948,15948,0
2006-12-03,15948,15948,15948,15948,0
2006-12-04,15948,15949,15948,15949,0
2006-12-05,15949,15949,15949,15949,0
2006-12-06,15949,15949,15946,15946,0
2006-12-07,15946,15953,15946,15953,0
2006-12-08,15953,15953,15953,15953,0
2006-12-09,15953,15953,15953,15953,0
2006-12-10,15953,15953,15953,15953,0
2006-12-11,15953,15953,15942,15942,0
2006-12-12,15942,15942,15942,15942,0
2006-12-13,15942,15949,15942,15949,0
2006-12-14,15949,15952,15949,15952,0
2006-12-15,15952,15986,15952,15986,0
2006-12-16,15986,15986,15986,15986,0
2006-12-17,15986,15986,15986,15986,0
2006-12-18,15986,15987,15986,15987,0
2006-12-19,15987,15987,15984,15984,0
2006-12-20,15984,15986,15984,15986,0
2006-12-21,15986,15993,15986,15993,0
2006-12-22,15993,15993,15988,15988,0
2006-12-23,15988,15988,15988,15988,0
2006-12-24,15988,15988,15988,15988,0
2006-12-25,15988,15988,15988,15988,0
2006-12-26,15988,15994,15988,15994,0
2006-12-27,15994,15994,15994,15994,0
2006-12-28,15994,16005,15994,16005,0
2006-12-29,16005,16027,16005,16027,0
2006-12-30,16027,16027,16027,16027,0
2006-12-31,16027,16027,16027,16027,0
2007-01-01,16027,16027,16027,16027,0
2007-01-02,16027,16027,16016,16016,0
2007-01-03,16016,16016,16015,16015,0
2007-01-04,16015,16034,16015,16034,0
2007-01-05,16034,16034,16032,16032,0
2007-01-06,16032,16032,16032,16032,0
2007-01-07,16032,16032,16032,16032,0
2007-01-08,16032,16039,16032,16039,0
2007-01-09,16039,16039,16039,16039,0
2007-01-10,16039,16039,16038,16038,0
2007-01-11,16038,16041,16038,16041,0
2007-01-12,16041,16041,16035,16035,0
2007-01-13,16035,16035,16035,16035,0
2007-01-14,16035,16035,16035,16035,0
2007-01-15,16035,16046,16035,16046,0
2007-01-16,16046,16046,16044,16044,0
2007-01-17,16044,16052,16044,16052,0
2007-01-18,16052,16062,16052,16062,0
2007-01-19,16062,16070,16062,16070,0
2007-01-20,16070,16070,16070,16070,0
2007-01-21,16070,16070,16070,16070,0
2007-01-22,16070,16076,16070,16076,0
2007-01-23,16076,16081,16076,16081,0
2007-01-24,16081,16081,16077,16077,0
2007-01-25,16077,16084,16077,16084,0
2007-01-26,16084,16085,16084,16085,0
2007-01-27,16085,16085,16085,16085,0
2007-01-28,16085,16085,16085,16085,0
2007-01-29,16085,16091,16085,16091,0
2007-01-30,16091,16091,16088,16088,0
2007-01-31,16088,16088,16058,16058,0
2007-02-01,16058,16058,16050,16050,0
2007-02-02,16050,16060,16050,16060,0
2007-02-03,16060,16060,16060,16060,0
2007-02-04,16060,16060,16060,16060,0
2007-02-05,16060,16070,16060,16070,0
2007-02-06,16070,16084,16070,16084,0
2007-02-07,16084,16090,16084,16090,0
2007-02-08,16090,16102,16090,16102,0
2007-02-09,16102,16105,16102,16105,0
2007-02-10,16105,16105,16105,16105,0
2007-02-11,16105,16105,16105,16105,0
2007-02-12,16105,16117,16105,16117,0
2007-02-13,16117,16124,16117,16124,0
2007-02-14,16124,16124,16122,16122,0
2007-02-15,16122,16122,16105,16105,0
2007-02-16,16105,16105,16105,16105,0
2007-02-17,16105,16105,16105,16105,0
2007-02-18,16105,16105,16105,16105,0
2007-02-19,16105,16110,16105,16110,0
2007-02-20,16110,16114,16110,16114,0
2007-02-21,16114,16120,16114,16120,0
2007-02-22,16120,16124,16120,16124,0
2007-02-23,16124,16129,16124,16129,0
2007-02-24,16129,16129,16129,16129,0
2007-02-25,16129,16129,16129,16129,0
2007-02-26,16129,16129,16129,16129,0
2007-02-27,16129,16140,16129,16140,0
2007-02-28,16140,16142,16140,16142,0
2007-03-01,16142,16149,16142,16149,0
2007-03-02,16149,16155,16149,16155,0
2007-03-03,16155,16155,16155,16155,0
2007-03-04,16155,16155,16155,16155,0
2007-03-05,16155,16164,16155,16164,0
2007-03-06,16164,16166,16164,16166,0
2007-03-07,16166,16166,16165,16165,0
2007-03-08,16165,16179,16165,16179,0
2007-03-09,16179,16202,16179,16202,0
2007-03-10,16202,16202,16202,16202,0
2007-03-11,16202,16202,16202,16202,0
2007-03-12,16202,16212,16202,16212,0
2007-03-13,16212,16215,16212,16215,0
2007-03-14,16215,16225,16215,16225,0
2007-03-15,16225,16283,16225,16283,0
2007-03-16,16283,16285,16283,16285,0
2007-03-17,16285,16285,16285,16285,0
2007-03-18,16285,16285,16285,16285,0
2007-03-19,16285,16293,16285,16293,0
2007-03-20,16293,16295,16293,16295,0
2007-03-21,16295,16298,16295,16298,0
2007-03-22,16298,16298,16297,16297,0
2007-03-23,16297,16301,16297,16301,0
2007-03-24,16301,16301,16301,16301,0
2007-03-25,16301,16301,16301,16301,0
2007-03-26,16301,16309,16301,16309,0
2007-03-27,16309,16309,16307,16307,0
2007-03-28,16307,16315,16307,16315,0
2007-03-29,16315,16319,16315,16319,0
2007-03-30,16319,16319,16305,16305,0
2007-03-31,16305,16305,16305,16305,0
2007-04-01,16305,16305,16305,16305,0
2007-04-02,16305,16305,16301,16301,0
2007-04-03,16301,16303,16301,16303,0
2007-04-04,16303,16318,16303,16318,0
2007-04-05,16318,16326,16318,16326,0
2007-04-06,16326,16326,16326,16326,0
2007-04-07,16326,16326,16326,16326,0
2007-04-08,16326,16326,16326,16326,0
2007-04-09,16326,16330,16326,16330,0
2007-04-10,16330,16330,16329,16329,0
2007-04-11,16329,16333,16329,16333,0
2007-04-12,16333,16339,16333,16339,0
2007-04-13,16339,16340,16339,16340,0
2007-04-14,16340,16340,16340,16340,0
2007-04-15,16340,16340,16340,16340,0
2007-04-16,16340,16348,16340,16348,0
2007-04-17,16348,16348,16348,16348,0
2007-04-18,16348,16360,16348,16360,0
2007-04-19,16360,16365,16360,16365,0
2007-04-20,16365,16373,16365,16373,0
2007-04-21,16373,16373,16373,16373,0
2007-04-22,16373,16373,16373,16373,0
2007-04-23,16373,16388,16373,16388,0
2007-04-24,16388,16389,16388,16389,0
2007-04-25,16389,16394,16389,16394,0
2007-04-26,16394,16410,16394,16410,0
2007-04-27,16410,16453,16410,16453,0
2007-04-28,16453,16453,16453,16453,0
2007-04-29,16453,16453,16453,16453,0
2007-04-30,16453,16453,16450,16450,0
2007-05-01,16450,16450,16450,16450,0
2007-05-02,16450,16450,16449,16449,0
2007-05-03,16449,16469,16449,16469,0
2007-05-04,16469,16469,16466,16466,0
2007-05-05,16466,16466,16466,16466,0
2007-05-06,16466,16466,16466,16466,0
2007-05-07,16466,16466,16448,16448,0
2007-05-08,16448,16448,16436,16436,0
2007-05-09,16436,16436,16426,16426,0
2007-05-10,16426,16426,16423,16423,0
2007-05-11,16423,16428,16423,16428,0
2007-05-12,16428,16428,16428,16428,0
2007-05-13,16428,16428,16428,16428,0
2007-05-14,16428,16434,16428,16434,0
2007-05-15,16434,16434,16390,16390,0
2007-05-16,16390,16390,16387,16387,0
2007-05-17,16387,16392,16387,16392,0
2007-05-18,16392,16392,16387,16387,0
2007-05-19,16387,16387,16387,16387,0
2007-05-20,16387,16387,16387,16387,0
2007-05-21,16387,16387,16387,16387,0
2007-05-22,16387,16402,16387,16402,0
2007-05-23,16402,16402,16386,16386,0
2007-05-24,16386,16386,16383,16383,0
2007-05-25,16383,16388,16383,16388,0
2007-05-26,16388,16388,16388,16388,0
2007-05-27,16388,16388,16388,16388,0
2007-05-28,16388,16415,16388,16415,0
2007-05-29,16415,16421,16415,16421,0
2007-05-30,16421,16421,16421,16421,0
2007-05-31,16421,16421,16334,16334,0
2007-06-01,16334,16334,16334,16334,0
2007-06-02,16334,16334,16334,16334,0
2007-06-03,16334,16334,16334,16334,0
2007-06-04,16334,16346,16334,16346,0
2007-06-05,16346,16362,16346,16362,0
2007-06-06,16362,16362,16361,16361,0
2007-06-07,16361,16368,16361,16368,0
2007-06-08,16368,16368,16357,16357,0
2007-06-09,16357,16357,16357,16357,0
2007-06-10,16357,16357,16357,16357,0
2007-06-11,16357,16357,16357,16357,0
2007-06-12,16357,16357,16355,16355,0
2007-06-13,16355,16355,16346,16346,0
2007-06-14,16346,16346,16330,16330,0
2007-06-15,16330,16330,16250,16250,0
2007-06-16,16250,16250,16250,16250,0
2007-06-17,16250,16250,16250,16250,0
2007-06-18,16250,16262,16250,16262,0
2007-06-19,16262,16268,16262,16268,0
2007-06-20,16268,16268,16268,16268,0
2007-06-21,16268,16271,16268,16271,0
2007-06-22,16271,16286,16271,16286,0
2007-06-23,16286,16286,16286,16286,0
2007-06-24,16286,16286,16286,16286,0
2007-06-25,16286,16311,16286,16311,0
2007-06-26,16311,16316,16311,16316,0
2007-06-27,16316,16317,16316,16317,0
2007-06-28,16317,16324,16317,16324,0
2007-06-29,16324,16357,16324,16357,0
2007-06-30,16357,16357,16357,16357,0
2007-07-01,16357,16357,16357,16357,0
2007-07-02,16357,16357,16357,16357,0
2007-07-03,16357,16367,16357,16367,0
2007-07-04,16367,16391,16367,16391,0
2007-07-05,16391,16395,16391,16395,0
2007-07-06,16395,16398,16395,16398,0
2007-07-07,16398,16398,16398,16398,0
2007-07-08,16398,16398,16398,16398,0
2007-07-09,16398,16428,16398,16428,0
2007-07-10,16428,16439,16428,16439,0
2007-07-11,16439,16446,16439,16446,0
2007-07-12,16446,16451,16446,16451,0
2007-07-13,16451,16457,16451,16457,0
2007-07-14,16457,16457,16457,16457,0
2007-07-15,16457,16457,16457,16457,0
2007-07-16,16457,16457,16457,16457,0
2007-07-17,16457,16505,16457,16505,0
2007-07-18,16505,16513,16505,16513,0
2007-07-19,16513,16519,16513,16519,0
2007-07-20,16519,16530,16519,16530,0
2007-07-21,16530,16530,16530,16530,0
2007-07-22,16530,16530,16530,16530,0
2007-07-23,16530,16548,16530,16548,0
2007-07-24,16548,16553,16548,16553,0
2007-07-25,16553,16558,16553,16558,0
2007-07-26,16558,16561,16558,16561,0
2007-07-27,16561,16565,16561,16565,0
2007-07-28,16565,16565,16565,16565,0
2007-07-29,16565,16565,16565,16565,0
2007-07-30,16565,16583,16565,16583,0
2007-07-31,16583,16606,16583,16606,0
2007-08-01,16606,16607,16606,16607,0
2007-08-02,16607,16641,16607,16641,0
2007-08-03,16641,16649,16641,16649,0
2007-08-04,16649,16649,16649,16649,0
2007-08-05,16649,16649,16649,16649,0
2007-08-06,16649,16655,16649,16655,0
2007-08-07,16655,16655,16651,16651,0
2007-08-08,16651,16651,16648,16648,0
2007-08-09,16648,16653,16648,16653,0
2007-08-10,16653,16662,16653,16662,0
2007-08-11,16662,16662,16662,16662,0
2007-08-12,16662,16662,16662,16662,0
2007-08-13,16662,16677,16662,16677,0
2007-08-14,16677,16685,16677,16685,0
2007-08-15,16685,16685,16685,16685,0
2007-08-16,16685,16685,16658,16658,0
2007-08-17,16658,16661,16658,16661,0
2007-08-18,16661,16661,16661,16661,0
2007-08-19,16661,16661,16661,16661,0
2007-08-20,16661,16676,16661,16676,0
2007-08-21,16676,16683,16676,16683,0
2007-08-22,16683,16691,16683,16691,0
2007-08-23,16691,16697,16691,16697,0
2007-08-24,16697,16703,16697,16703,0
2007-08-25,16703,16703,16703,16703,0
2007-08-26,16703,16703,16703,16703,0
2007-08-27,16703,16726,16703,16726,0
2007-08-28,16726,16733,16726,16733,0
2007-08-29,16733,16740,16733,16740,0
2007-08-30,16740,16750,16740,16750,0
2007-08-31,16750,16872,16750,16872,0
2007-09-01,16872,16872,16872,16872,0
2007-09-02,16872,16872,16872,16872,0
2007-09-03,16872,16881,16872,16881,0
2007-09-04,16881,16915,16881,16915,0
2007-09-05,16915,16925,16915,16925,0
2007-09-06,16925,16929,16925,16929,0
2007-09-07,16929,16934,16929,16934,0
2007-09-08,16934,16934,16934,16934,0
2007-09-09,16934,16934,16934,16934,0
2007-09-10,16934,16953,16934,16953,0
2007-09-11,16953,16958,16953,16958,0
2007-09-12,16958,16967,16958,16967,0
2007-09-13,16967,16975,16967,16975,0
2007-09-14,16975,16986,16975,16986,0
2007-09-15,16986,16986,16986,16986,0
2007-09-16,16986,16986,16986,16986,0
2007-09-17,16986,16986,16986,16986,0
2007-09-18,16986,16986,16986,16986,0
2007-09-19,16986,16986,16986,16986,0
2007-09-20,16986,17029,16986,17029,0
2007-09-21,17029,17037,17029,17037,0
2007-09-22,17037,17037,17037,17037,0
2007-09-23,17037,17037,17037,17037,0
2007-09-24,17037,17056,17037,17056,0
2007-09-25,17056,17064,17056,17064,0
2007-09-26,17064,17064,17057,17057,0
2007-09-27,17057,17062,17057,17062,0
2007-09-28,17062,17062,17020,17020,0
2007-09-29,17020,17020,17020,17020,0
2007-09-30,17020,17020,17020,17020,0
2007-10-01,17020,17039,17020,17039,0
2007-10-02,17039,17044,17039,17044,0
2007-10-03,17044,17070,17044,17070,0
2007-10-04,17070,17093,17070,17093,0
2007-10-05,17093,17098,17093,17098,0
2007-10-06,17098,17098,17098,17098,0
2007-10-07,17098,17098,17098,17098,0
2007-10-08,17098,17122,17098,17122,0
2007-10-09,17122,17130,17122,17130,0
2007-10-10,17130,17146,17130,17146,0
2007-10-11,17146,17152,17146,17152,0
2007-10-12,17152,17154,17152,17154,0
2007-10-13,17154,17154,17154,17154,0
2007-10-14,17154,17154,17154,17154,0
2007-10-15,17154,17154,17154,17154,0
2007-10-16,17154,17160,17154,17160,0
2007-10-17,17160,17166,17160,17166,0
2007-10-18,17166,17174,17166,17174,0
2007-10-19,17174,17181,17174,17181,0
2007-10-20,17181,17181,17181,17181,0
2007-10-21,17181,17181,17181,17181,0
2007-10-22,17181,17206,17181,17206,0
2007-10-23,17206,17212,17206,17212,0
2007-10-24,17212,17227,17212,17227,0
2007-10-25,17227,17235,17227,17235,0
2007-10-26,17235,17241,17235,17241,0
2007-10-27,17241,17241,17241,17241,0
2007-10-28,17241,17241,17241,17241,0
2007-10-29,17241,17267,17241,17267,0
2007-10-30,17267,17275,17267,17275,0
2007-10-31,17275,17325,17275,17325,0
2007-11-01,17325,17325,17325,17325,0
2007-11-02,17325,17348,17325,17348,0
2007-11-03,17348,17348,17348,17348,0
2007-11-04,17348,17348,17348,17348,0
2007-11-05,17348,17382,17348,17382,0
2007-11-06,17382,17387,17382,17387,0
2007-11-07,17387,17387,17380,17380,0
2007-11-08,17380,17384,17380,17384,0
2007-11-09,17384,17397,17384,17397,0
2007-11-10,17397,17397,17397,17397,0
2007-11-11,17397,17397,17397,17397,0
2007-11-12,17397,17402,17397,17402,0
2007-11-13,17402,17406,17402,17406,0
2007-11-14,17406,17412,17406,17412,0
2007-11-15,17412,17425,17412,17425,0
2007-11-16,17425,17428,17425,17428,0
2007-11-17,17428,17428,17428,17428,0
2007-11-18,17428,17428,17428,17428,0
2007-11-19,17428,17436,17428,17436,0
2007-11-20,17436,17441,17436,17441,0
2007-11-21,17441,17444,17441,17444,0
2007-11-22,17444,17446,17444,17446,0
2007-11-23,17446,17448,17446,17448,0
2007-11-24,17448,17448,17448,17448,0
2007-11-25,17448,17448,17448,17448,0
2007-11-26,17448,17458,17448,17458,0
2007-11-27,17458,17461,17458,17461,0
2007-11-28,17461,17461,17459,17459,0
2007-11-29,17459,17459,17459,17459,0
2007-11-30,17459,17483,17459,17483,0
2007-12-01,17483,17483,17483,17483,0
2007-12-02,17483,17483,17483,17483,0
2007-12-03,17483,17490,17483,17490,0
2007-12-04,17490,17506,17490,17506,0
2007-12-05,17506,17514,17506,17514,0
2007-12-06,17514,17514,17511,17511,0
2007-12-07,17511,17529,17511,17529,0
2007-12-08,17529,17529,17529,17529,0
2007-12-09,17529,17529,17529,17529,0
2007-12-10,17529,17540,17529,17540,0
2007-12-11,17540,17541,17540,17541,0
2007-12-12,17541,17541,17524,17524,0
2007-12-13,17524,17529,17524,17529,0
2007-12-14,17529,17534,17529,17534,0
2007-12-15,17534,17534,17534,17534,0
2007-12-16,17534,17534,17534,17534,0
2007-12-17,17534,17534,17520,17520,0
2007-12-18,17520,17520,17520,17520,0
2007-12-19,17520,17529,17520,17529,0
2007-12-20,17529,17550,17529,17550,0
2007-12-21,17550,17553,17550,17553,0
2007-12-22,17553,17553,17553,17553,0
2007-12-23,17553,17553,17553,17553,0
2007-12-24,17553,17574,17553,17574,0
2007-12-25,17574,17574,17574,17574,0
2007-12-26,17574,17583,17574,17583,0
2007-12-27,17583,17587,17583,17587,0
2007-12-28,17587,17587,17574,17574,0
2007-12-29,17574,17574,17574,17574,0
2007-12-30,17574,17574,17574,17574,0
2007-12-31,17574,17600,17574,17600,0
2008-01-01,17600,17600,17600,17600,0
2008-01-02,17600,17607,17600,17607,0
2008-01-03,17607,17613,17607,17613,0
2008-01-04,17613,17630,17613,17630,0
2008-01-05,17630,17630,17630,17630,0
2008-01-06,17630,17630,17630,17630,0
2008-01-07,17630,17646,17630,17646,0
2008-01-08,17646,17647,17646,17647,0
2008-01-09,17647,17653,17647,17653,0
2008-01-10,17653,17653,17650,17650,0
2008-01-11,17650,17650,17647,17647,0
2008-01-12,17647,17647,17647,17647,0
2008-01-13,17647,17647,17647,17647,0
2008-01-14,17647,17659,17647,17659,0
2008-01-15,17659,17659,17600,17600,0
2008-01-16,17600,17604,17600,17604,0
2008-01-17,17604,17608,17604,17608,0
2008-01-18,17608,17616,17608,17616,0
2008-01-19,17616,17616,17616,17616,0
2008-01-20,17616,17616,17616,17616,0
2008-01-21,17616,17656,17616,17656,0
2008-01-22,17656,17663,17656,17663,0
2008-01-23,17663,17669,17663,17669,0
2008-01-24,17669,17669,17668,17668,0
2008-01-25,17668,17681,17668,17681,0
2008-01-26,17681,17681,17681,17681,0
2008-01-27,17681,17681,17681,17681,0
2008-01-28,17681,17697,17681,17697,0
2008-01-29,17697,17704,17697,17704,0
2008-01-30,17704,17709,17704,17709,0
2008-01-31,17709,17780,17709,17780,0
2008-02-01,17780,17783,17780,17783,0
2008-02-02,17783,17783,17783,17783,0
2008-02-03,17783,17783,17783,17783,0
2008-02-04,17783,17797,17783,17797,0
2008-02-05,17797,17798,17797,17798,0
2008-02-06,17798,17803,17798,17803,0
2008-02-07,17803,17809,17803,17809,0
2008-02-08,17809,17812,17809,17812,0
2008-02-09,17812,17812,17812,17812,0
2008-02-10,17812,17812,17812,17812,0
2008-02-11,17812,17825,17812,17825,0
2008-02-12,17825,17826,17825,17826,0
2008-02-13,17826,17828,17826,17828,0
2008-02-14,17828,17832,17828,17832,0
2008-02-15,17832,17871,17832,17871,0
2008-02-16,17871,17871,17871,17871,0
2008-02-17,17871,17871,17871,17871,0
2008-02-18,17871,17879,17871,17879,0
2008-02-19,17879,17888,17879,17888,0
2008-02-20,17888,17890,17888,17890,0
2008-02-21,17890,17892,17890,17892,0
2008-02-22,17892,17900,17892,17900,0
2008-02-23,17900,17900,17900,17900,0
2008-02-24,17900,17900,17900,17900,0
2008-02-25,17900,17909,17900,17909,0
2008-02-26,17909,17911,17909,17911,0
2008-02-27,17911,17927,17911,17927,0
2008-02-28,17927,17941,17927,17941,0
2008-02-29,17941,18005,17941,18005,0
2008-03-01,18005,18005,18005,18005,0
2008-03-02,18005,18005,18005,18005,0
